Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken,delay_ratio,total_risk_index,risk_level,reallocation_strategy,new_shipping_cost_usd,estimated_new_lead_time
ORD-CA9B641E,2024-01-30,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,,0.67,0.9,4.82,30071.69,3274,Standard Shipping,0.0,0.438,Moderate,Manual Review Required,34582.443499999994,3.0
ORD-FECD57A4,2024-06-03,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,29,0,On Time,,0.46,1.4,2.94,3018.55,4135,Standard Shipping,0.0,0.332,High,Reroute via Atlantic/Cape,4512.73225,31.900000000000002
ORD-C74F40F6,2025-05-20,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,14,0,On Time,,0.14,7.3,2.93,3858.33,6769,Standard Shipping,0.0,0.376,Moderate,Maintain Current Route,4437.0795,14.0
ORD-08728612,2025-12-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,,0.42,1.5,4.56,5577.05,7855,Standard Shipping,0.0,0.312,Moderate,Maintain Current Route,6413.6075,21.0
ORD-682AE294,2024-05-17,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,,0.48,6.9,4.46,46536.38,5717,Standard Shipping,0.0,0.5640000000000001,High,Switch to Air (Priority),374617.85899999994,2.4000000000000004
ORD-FD7EBCD9,2024-02-08,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,4,2,0,On Time,,0.11,0.5,4.19,50689.82,8303,Standard Shipping,0.0,0.086,Moderate,Manual Review Required,58293.293,4.0
ORD-0102503E,2025-05-21,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,,0.76,3.3,3.89,4034.8,4585,Standard Shipping,0.0,0.588,Moderate,Maintain Current Route,4640.0199999999995,13.0
ORD-AC1D6EA3,2025-03-02,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,18,3,Late,Port Congestion,0.72,2.7,1.77,8641.71,9135,Standard Shipping,0.2,0.54,Moderate,Switch to Air (Express),69565.7655,6.0
ORD-A54E0953,2025-12-27,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,3,0,On Time,,0.42,2.8,3.25,20813.65,2665,Standard Shipping,0.0,0.364,Moderate,Manual Review Required,23935.6975,5.0
ORD-16E1DEB0,2025-10-16,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,35,0,On Time,,0.82,4.0,2.96,2329.6,2560,Standard Shipping,0.0,0.6519999999999999,Moderate,Maintain Current Route,2679.0399999999995,36.0
ORD-47D9E168,2024-02-10,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,34,0,On Time,,0.63,8.1,1.56,4871.26,5977,Standard Shipping,0.0,0.702,High,Switch to Air (Express),39213.643,14.8
ORD-5F970B10,2024-12-19,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,2,0,On Time,,0.52,5.1,1.24,12857.68,1538,Standard Shipping,0.0,0.516,Moderate,Manual Review Required,14786.331999999999,5.0
ORD-EFDE128E,2025-11-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,24,0,On Time,,0.57,7.3,2.89,2105.37,2682,Standard Shipping,0.0,0.6339999999999999,High,Switch to Air (Priority),16948.228499999997,10.0
ORD-CDA49DA1,2025-08-12,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,,0.46,5.0,4.1,1100.84,1508,Standard Shipping,0.0,0.476,Moderate,Maintain Current Route,1265.966,13.0
ORD-CE1815A9,2025-05-15,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,,0.88,3.0,3.53,7531.28,8012,Standard Shipping,0.0,0.648,Moderate,Maintain Current Route,8660.972,15.0
ORD-4F40BB7F,2024-05-29,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,,0.5,6.7,4.23,5371.5,7162,Standard Shipping,0.0,0.5680000000000001,High,Switch to Air (Priority),43240.575,10.8
ORD-5BF8ED9C,2025-01-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,,0.25,2.9,4.25,701.88,1123,Standard Shipping,0.0,0.266,Moderate,Maintain Current Route,807.1619999999999,21.0
ORD-FC390595,2025-07-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,,0.13,4.4,3.21,3562.89,6306,Standard Shipping,0.0,0.254,High,Reroute via Atlantic/Cape,5326.520549999999,34.1
ORD-895F1BE6,2025-06-14,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,11,2,Late,Port Congestion,0.32,3.3,2.15,5532.12,7620,Standard Shipping,0.2222222222222222,0.324,Moderate,Switch to Air (Express),44533.56599999999,3.6
ORD-2B832AFC,2025-11-15,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,,0.47,7.6,1.2,2334.36,3176,Standard Shipping,0.0,0.586,High,Switch to Air (Priority),18791.598,10.0
ORD-8BD54034,2024-01-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,44,13,Late,Geopolitical Conflict (Route Diversion),0.11,8.2,5.16,2839.82,3198,Re-routing,0.4193548387096774,0.3939999999999999,High,Switch to Air (Priority),22860.551,12.4
ORD-99F1A7B9,2024-04-13,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,,0.76,8.2,2.14,1825.12,2074,Standard Shipping,0.0,0.7839999999999999,High,Reroute via Atlantic/Cape,2728.5544,29.700000000000003
ORD-2A30942C,2025-05-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,,0.36,0.1,3.41,650.08,956,Standard Shipping,0.0,0.22,High,Reroute via Atlantic/Cape,971.8696,34.1
ORD-0F640763,2025-02-18,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,,0.18,6.7,4.42,1803.04,3056,Standard Shipping,0.0,0.376,Moderate,Maintain Current Route,2073.4959999999996,36.0
ORD-CE9F7E83,2024-06-21,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,,0.66,6.6,4.6,3647.85,4395,Standard Shipping,0.0,0.66,Moderate,Maintain Current Route,4195.027499999999,15.0
ORD-7DDA5BDF,2025-09-05,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,,0.38,8.0,3.3,5495.16,7964,Standard Shipping,0.0,0.548,Moderate,Maintain Current Route,6319.433999999999,36.0
ORD-336461B6,2025-11-19,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,11,0,On Time,,0.36,4.4,4.01,4847.04,7128,Standard Shipping,0.0,0.392,Moderate,Maintain Current Route,5574.096,14.0
ORD-C58222D9,2025-02-08,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,,0.21,6.6,3.91,903.87,1494,Standard Shipping,0.0,0.39,Moderate,Maintain Current Route,1039.4505,13.0
ORD-432B1610,2025-11-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,,0.27,4.5,3.45,4872.36,7673,Standard Shipping,0.0,0.3419999999999999,High,Switch to Air (Priority),39222.49799999999,11.600000000000001
ORD-6212A60E,2024-04-19,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,19,5,Late,Port Congestion,0.86,5.9,2.5,1317.62,1288,Standard Shipping,0.3571428571428571,0.752,High,Switch to Air (Priority),10606.840999999999,5.6000000000000005
ORD-FDDD8D64,2024-05-07,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,13,0,On Time,,0.73,5.7,3.16,8130.14,9399,Standard Shipping,0.0,0.666,Moderate,Maintain Current Route,9349.661,14.0
ORD-EC911BCE,2025-05-31,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,38,0,On Time,Port Congestion,0.75,9.3,3.65,3421.68,3555,Standard Shipping,0.0,0.8220000000000001,High,Switch to Air (Express),27544.523999999994,15.200000000000001
ORD-3C8C9FDB,2025-10-20,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,12,0,On Time,,0.81,1.4,1.49,5655.35,6249,Standard Shipping,0.0,0.542,Moderate,Maintain Current Route,6503.6525,14.0
ORD-4A07B75B,2024-05-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,,0.19,7.8,1.88,4409.55,7411,Standard Shipping,0.0,0.426,High,Reroute via Atlantic/Cape,6592.27725,27.500000000000004
ORD-135364B3,2024-11-01,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,,0.23,7.9,5.39,5605.73,9115,Standard Shipping,0.0,0.454,High,Reroute via Atlantic/Cape,8380.56635,29.700000000000003
ORD-0A2E60B2,2024-08-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,12,3,Late,Severe Weather (Typhoon/Storm),0.58,8.9,2.37,3446.93,3636,Standard Shipping,0.3333333333333333,0.704,High,Switch to Air (Express),27747.7865,3.6
ORD-D873EEA5,2024-11-29,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,,0.56,0.5,3.51,1350.96,1732,Standard Shipping,0.0,0.356,High,Reroute via Atlantic/Cape,2019.6852,27.500000000000004
ORD-F3562046,2025-02-21,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,,0.19,5.9,4.95,3453.38,5804,Standard Shipping,0.0,0.35,Moderate,Maintain Current Route,3971.3869999999997,14.0
ORD-FEA6C213,2024-11-20,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,,0.88,8.2,2.49,7016.16,7464,Standard Shipping,0.0,0.856,High,Switch to Air (Express),56480.08799999999,8.4
ORD-4941EC9D,2025-11-08,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,34,0,On Time,,0.63,4.9,5.16,8063.61,9894,Standard Shipping,0.0,0.5740000000000001,Moderate,Maintain Current Route,9273.151499999998,36.0
ORD-1371A0E5,2024-03-05,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,2,0,On Time,,0.66,2.9,3.74,59162.4,6480,Standard Shipping,0.0,0.512,Moderate,Manual Review Required,68036.76,5.0
ORD-D037D3BC,2024-10-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,,0.81,7.3,3.09,8278.03,9147,Standard Shipping,0.0,0.778,High,Switch to Air (Priority),66638.1415,12.4
ORD-64EC3A49,2024-08-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,,0.54,7.4,4.16,1734.81,2253,Standard Shipping,0.0,0.6200000000000001,High,Reroute via Atlantic/Cape,2593.54095,29.700000000000003
ORD-BDAB5012,2024-05-28,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,,0.85,6.3,3.18,5283.6,5712,Standard Shipping,0.0,0.762,High,Reroute via Atlantic/Cape,7898.982000000001,27.500000000000004
ORD-576D63A7,2024-09-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,28,0,On Time,,0.32,2.9,2.24,538.56,816,Standard Shipping,0.0,0.308,High,Reroute via Atlantic/Cape,805.1472,34.1
ORD-169C9CAA,2024-05-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,1,0,On Time,,0.82,1.9,2.12,67487.42,6742,Standard Shipping,0.0,0.568,Moderate,Manual Review Required,77610.533,3.0
ORD-5EEA6318,2024-07-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,6,0,On Time,,0.7,9.9,1.52,1484.1,1746,Standard Shipping,0.0,0.8160000000000001,High,Switch to Air (Express),11947.004999999997,4.0
ORD-3B91C333,2024-12-29,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,42,11,Late,Geopolitical Conflict (Route Diversion),0.14,9.2,3.42,2663.5,1947,Expedited Air Freight,0.3548387096774194,0.452,High,Switch to Air (Priority),21441.174999999996,12.4
ORD-6109D3BD,2025-01-24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,29,0,On Time,,0.13,0.4,4.56,401.15,710,Standard Shipping,0.0,0.094,High,Reroute via Atlantic/Cape,599.71925,33.0
ORD-6452F034,2025-09-01,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,33,0,On Time,,0.84,3.7,4.85,6932.2,7535,Standard Shipping,0.0,0.652,Moderate,Maintain Current Route,7972.029999999999,38.0
ORD-2D8C96B4,2025-09-28,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,,0.11,1.0,3.48,7991.45,1309,Standard Shipping,0.0,0.106,High,Switch to Air (Priority),64331.1725,2.4000000000000004
ORD-7832FC20,2024-11-21,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,,0.15,3.7,5.25,1991.22,3463,Standard Shipping,0.0,0.238,High,Reroute via Atlantic/Cape,2976.8739,34.1
ORD-ABBDEF6A,2024-08-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.81,5.0,2.69,3143.62,2171,Re-routing,0.64,0.6859999999999999,High,Switch to Air (Priority),25306.140999999996,10.0
ORD-686607EF,2025-01-01,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,13,0,On Time,,0.13,2.7,3.83,1649.8,2920,Standard Shipping,0.0,0.186,Moderate,Maintain Current Route,1897.2699999999998,15.0
ORD-BD9FBAA7,2024-05-20,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,41,11,Late,Geopolitical Conflict (Route Diversion),0.52,1.0,3.24,2410.11,1982,Re-routing,0.3666666666666666,0.352,High,Reroute via Atlantic/Cape,3603.11445,33.0
ORD-9D4ED698,2024-09-13,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,24,0,On Time,,0.13,0.9,4.88,203.4,360,Standard Shipping,0.0,0.114,High,Reroute via Atlantic/Cape,304.083,28.6
ORD-E0BF9856,2025-02-10,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,,0.41,4.3,2.71,48957.31,6313,Standard Shipping,0.0,0.4179999999999999,High,Switch to Air (Priority),394106.34549999994,2.4000000000000004
ORD-2A38D0D2,2025-01-12,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,,0.61,8.3,4.67,7525.94,9349,Standard Shipping,0.0,0.698,High,Reroute via Atlantic/Cape,11251.280299999999,33.0
ORD-A6ACEB78,2024-12-14,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,,0.49,7.5,3.02,333.76,448,Standard Shipping,0.0,0.594,Moderate,Maintain Current Route,383.82399999999996,37.0
ORD-4E1A16B9,2024-04-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.2,8.9,3.8,688.8,1148,Standard Shipping,0.0,0.476,Moderate,Maintain Current Route,792.1199999999999,20.0
ORD-EE65F762,2025-02-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,,0.18,2.7,0.85,5398.5,9150,Standard Shipping,0.0,0.216,High,Reroute via Atlantic/Cape,8070.7575,29.700000000000003
ORD-32875741,2025-09-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,,0.73,3.4,7.83,2471.3,2857,Standard Shipping,0.0,0.5740000000000001,Moderate,Maintain Current Route,2841.995,36.0
ORD-CE15FFCA,2025-02-14,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,,0.18,9.9,3.53,51147.69,7881,Standard Shipping,0.0,0.504,Moderate,Manual Review Required,58819.843499999995,5.0
ORD-5FCF1CA6,2025-09-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,,0.19,9.7,3.7,3261.79,5482,Standard Shipping,0.0,0.502,Moderate,Maintain Current Route,3751.0584999999996,38.0
ORD-488C7805,2024-08-03,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,29,0,On Time,,0.34,9.9,3.44,3186.52,4756,Standard Shipping,0.0,0.6000000000000001,High,Switch to Air (Priority),25651.485999999997,12.4
ORD-AD5C3565,2025-09-28,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,25,0,On Time,,0.68,1.5,3.28,6587.28,7842,Standard Shipping,0.0,0.468,High,Reroute via Atlantic/Cape,9847.9836,27.500000000000004
ORD-719E5027,2024-03-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.46,7.5,4.8,4047.85,5545,Standard Shipping,0.0,0.5760000000000001,Moderate,Maintain Current Route,4655.027499999999,19.0
ORD-EE64CA63,2025-10-23,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,9,6,Late,Port Congestion,0.25,6.0,6.47,61392.38,5412,Expedited Air Freight,2.0,0.39,Moderate,Manual Review Required,70601.237,3.0
ORD-63BD0B57,2024-06-18,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,25,0,On Time,,0.72,7.8,5.45,1520.48,1768,Standard Shipping,0.0,0.744,High,Reroute via Atlantic/Cape,2273.1176,27.500000000000004
ORD-2681A503,2024-07-01,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,13,11,0,On Time,,0.31,1.1,2.63,3575.64,5459,Standard Shipping,0.0,0.23,Moderate,Maintain Current Route,4111.986,13.0
ORD-3977395B,2024-01-07,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,25,0,On Time,,0.16,1.8,2.78,1107.22,1909,Standard Shipping,0.0,0.168,High,Switch to Air (Priority),8913.121,10.0
ORD-4E3DDB06,2024-03-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.38,5.5,2.97,3276.12,4748,Standard Shipping,0.0,0.4479999999999999,Moderate,Maintain Current Route,3767.5379999999996,20.0
ORD-80D8FE60,2025-11-16,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,36,0,On Time,,0.52,1.9,3.14,745.56,981,Standard Shipping,0.0,0.388,Moderate,Maintain Current Route,857.3939999999999,38.0
ORD-AF8B454D,2024-12-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,,0.28,9.9,4.06,3228.8,5045,Standard Shipping,0.0,0.5640000000000001,Moderate,Maintain Current Route,3713.12,21.0
ORD-07A8D45C,2025-05-19,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,4,0,On Time,,0.1,0.2,4.67,59241.6,9792,Standard Shipping,0.0,0.068,High,Switch to Air (Priority),476894.88,2.4000000000000004
ORD-3C27F926,2024-09-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,,0.13,8.7,3.52,1236.22,2188,Standard Shipping,0.0,0.426,High,Switch to Air (Priority),9951.571,10.8
ORD-E55013FC,2024-11-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,25,6,Late,Port Congestion,0.12,6.8,5.21,5346.88,8680,Standard Shipping,0.3157894736842105,0.344,Moderate,Switch to Air (Express),43042.384,7.6000000000000005
ORD-D29B963E,2025-03-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,38,9,Late,Geopolitical Conflict (Route Diversion),0.18,5.9,2.27,8852.83,9378,Re-routing,0.3103448275862069,0.344,High,Reroute via Atlantic/Cape,13234.98085,31.900000000000002
ORD-54AF7E6E,2025-09-03,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,,0.42,2.7,2.39,3496.75,4925,Standard Shipping,0.0,0.36,Moderate,Maintain Current Route,4021.2625,13.0
ORD-0B295565,2025-10-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.39,3.0,1.7,1200.96,1728,Standard Shipping,0.0,0.354,Moderate,Maintain Current Route,1381.104,20.0
ORD-A552B445,2025-10-24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,,0.36,1.5,4.57,4337.72,6379,Standard Shipping,0.0,0.276,Moderate,Maintain Current Route,4988.378,14.0
ORD-077D4430,2025-10-22,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,36,0,On Time,,0.12,8.6,4.47,935.76,1671,Standard Shipping,0.0,0.416,Moderate,Maintain Current Route,1076.1239999999998,36.0
ORD-02BD3B22,2025-06-07,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,,0.67,6.5,4.75,248.83,298,Standard Shipping,0.0,0.662,High,Reroute via Atlantic/Cape,372.00085,27.500000000000004
ORD-FD7D6FA9,2024-05-24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,,0.11,4.5,4.6,944.06,1701,Standard Shipping,0.0,0.246,High,Reroute via Atlantic/Cape,1411.3697,29.700000000000003
ORD-5DAD8AB7,2024-01-25,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,,0.76,8.1,5.34,4683.36,5322,Standard Shipping,0.0,0.78,High,Switch to Air (Priority),37701.047999999995,5.2
ORD-6C8ABC3D,2024-10-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,35,9,Late,Geopolitical Conflict (Route Diversion),0.21,7.1,5.4,9044.52,6229,Expedited Air Freight,0.3461538461538461,0.41,High,Switch to Air (Priority),72808.386,10.4
ORD-FA0138DA,2025-10-22,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,,0.1,6.4,4.69,328.9,598,Standard Shipping,0.0,0.316,Moderate,Maintain Current Route,378.23499999999996,36.0
ORD-20329D9E,2024-05-04,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,,0.19,4.2,3.34,5533.5,9300,Standard Shipping,0.0,0.282,High,Switch to Air (Priority),44544.674999999996,12.0
ORD-3F2EC439,2024-10-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,,0.72,1.2,4.39,5620.96,6536,Standard Shipping,0.0,0.48,High,Reroute via Atlantic/Cape,8403.3352,27.500000000000004
ORD-E5F5B437,2025-03-15,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,29,0,On Time,,0.6,8.9,1.79,5056.0,6320,Standard Shipping,0.0,0.716,High,Reroute via Atlantic/Cape,7558.719999999999,34.1
ORD-8A83F87F,2025-06-20,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,,0.6,4.6,4.63,4792.0,5990,Standard Shipping,0.0,0.544,Moderate,Maintain Current Route,5510.799999999999,14.0
ORD-0953FB5A,2025-03-23,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,23,0,On Time,,0.5,4.7,2.67,570.0,760,Standard Shipping,0.0,0.488,High,Switch to Air (Priority),4588.5,10.0
ORD-8C11188E,2025-09-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,27,0,On Time,,0.89,0.5,2.66,5751.27,6086,Standard Shipping,0.0,0.554,High,Reroute via Atlantic/Cape,8598.148650000001,33.0
ORD-47B8AD73,2025-02-25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,18,0,On Time,,0.33,2.7,6.37,2406.64,3619,Standard Shipping,0.0,0.306,Moderate,Maintain Current Route,2767.6359999999995,21.0
ORD-EE09810C,2024-06-20,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,30,0,On Time,,0.49,4.5,1.84,595.25,799,Standard Shipping,0.0,0.474,High,Reroute via Atlantic/Cape,889.89875,33.0
ORD-74928B8D,2024-03-29,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,,0.69,5.1,3.4,4207.26,4979,Standard Shipping,0.0,0.618,Moderate,Maintain Current Route,4838.349,8.0
ORD-0AD9E1C8,2025-04-30,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,,0.25,2.7,3.92,4647.5,676,Standard Shipping,0.0,0.258,High,Switch to Air (Priority),37412.375,2.4000000000000004
ORD-D44A2B15,2025-07-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,,0.62,5.3,1.85,7437.42,9182,Standard Shipping,0.0,0.584,Moderate,Maintain Current Route,8553.033,36.0
ORD-913B9A13,2024-08-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,,0.29,3.8,1.99,710.14,1101,Standard Shipping,0.0,0.3259999999999999,High,Reroute via Atlantic/Cape,1061.6593,29.700000000000003
ORD-AFB7604E,2025-03-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,,0.64,5.0,5.1,2102.48,2564,Standard Shipping,0.0,0.5840000000000001,High,Reroute via Atlantic/Cape,3143.2075999999997,33.0
ORD-1677CFCE,2025-08-09,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.27,3.7,3.6,1923.3,1893,Re-routing,0.64,0.31,High,Reroute via Atlantic/Cape,2875.3334999999997,27.500000000000004
ORD-29E9B1F0,2025-03-20,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,15,1,Late,Port Congestion,0.4,3.4,3.4,5888.19,7647,Standard Shipping,0.0714285714285714,0.376,Moderate,Maintain Current Route,6771.418499999999,14.0
ORD-EC708CFC,2025-07-24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,,0.14,2.4,2.14,4164.42,7306,Standard Shipping,0.0,0.18,High,Reroute via Atlantic/Cape,6225.8079,28.6
ORD-AF69B8AB,2024-06-18,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,36,0,On Time,,0.25,4.0,1.62,3715.62,5945,Standard Shipping,0.0,0.31,Moderate,Maintain Current Route,4272.963,38.0
ORD-A43163A1,2025-03-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,,0.69,2.2,2.97,7619.36,9017,Standard Shipping,0.0,0.502,Moderate,Maintain Current Route,8762.264,9.0
